age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,blue-collar,married,primary,no,811,no,no,unknown,7,oct,266,1,27,2,unknown,0
48,management,divorced,secondary,no,1725,no,no,cellular,24,dec,638,3,-1,0,failure,0
52,retired,married,tertiary,no,1033,no,no,cellular,16,mar,151,1,-1,0,unknown,0
45,technician,single,primary,no,2241,no,no,cellular,18,may,535,3,-1,0,success,0
42,self-employed,married,tertiary,no,678,no,no,cellular,27,dec,215,1,595,0,unknown,0
31,admin.,married,secondary,no,813,no,yes,cellular,8,mar,26,1,-1,0,unknown,0
33,blue-collar,married,tertiary,no,1462,no,no,unknown,27,apr,413,1,-1,0,unknown,0
54,technician,divorced,tertiary,no,175,no,no,cellular,26,nov,175,3,-1,0,unknown,0
56,management,single,secondary,no,531,yes,no,cellular,30,mar,13,2,-1,0,unknown,0
38,technician,single,primary,no,1270,yes,no,telephone,31,may,434,1,18,0,unknown,0
41,blue-collar,married,unknown,no,-156,yes,no,cellular,18,feb,365,1,-1,0,failure,0
31,technician,married,secondary,no,661,no,no,cellular,2,sep,157,9,-1,0,unknown,0
53,blue-collar,married,tertiary,no,1170,yes,yes,cellular,9,mar,5,3,-1,1,unknown,0
48,management,divorced,tertiary,no,4934,yes,no,unknown,23,oct,109,3,-1,0,unknown,0
62,housemaid,married,tertiary,no,2943,yes,no,cellular,24,jan,147,2,-1,0,unknown,0
31,management,married,tertiary,no,294,no,no,cellular,16,may,46,2,-1,0,unknown,0
36,self-employed,married,primary,no,861,no,no,cellular,17,apr,45,4,-1,0,unknown,0
43,services,married,secondary,no,-112,no,yes,unknown,10,feb,47,4,-1,0,unknown,0
48,blue-collar,married,secondary,no,213,yes,yes,cellular,22,dec,119,1,794,0,failure,0
38,admin.,single,primary,no,2036,yes,no,telephone,1,dec,438,4,-1,0,failure,1
31,blue-collar,married,tertiary,no,-2,yes,no,unknown,21,aug,367,3,-1,0,unknown,0
50,unknown,single,primary,no,246,yes,no,cellular,18,sep,2,2,-1,0,unknown,0
48,technician,single,secondary,no,4124,no,no,cellular,15,jun,2,2,-1,0,unknown,0
30,technician,married,secondary,no,2404,yes,no,cellular,9,aug,20,4,853,0,unknown,0
55,blue-collar,married,primary,no,2083,yes,no,cellular,3,feb,162,4,-1,0,unknown,0
53,blue-collar,married,secondary,no,2798,yes,yes,unknown,16,nov,566,1,-1,0,unknown,0
42,blue-collar,divorced,primary,no,1877,yes,no,cellular,26,jun,51,2,-1,0,failure,0
41,technician,married,primary,no,-7,yes,no,unknown,23,jan,167,7,-1,0,unknown,0
47,technician,married,tertiary,no,890,yes,no,telephone,15,oct,10,3,-1,0,unknown,0
31,management,married,secondary,no,681,yes,no,cellular,2,mar,5,8,-1,0,other,0
41,management,married,tertiary,no,359,yes,no,cellular,10,jul,1,3,-1,0,unknown,0
18,technician,married,primary,no,2494,yes,no,cellular,4,dec,344,2,-1,0,unknown,0
50,management,married,secondary,no,735,no,no,cellular,26,jan,6,2,-1,0,unknown,0
23,management,single,secondary,no,-106,no,no,cellular,19,jun,82,3,-1,0,other,0
57,admin.,single,secondary,no,282,yes,yes,cellular,17,jul,267,3,-1,0,failure,0
37,management,married,secondary,no,189,no,no,unknown,10,mar,248,3,-1,1,unknown,1
38,unknown,married,primary,no,3076,no,no,cellular,22,nov,14,6,-1,0,unknown,0
34,technician,single,primary,no,1363,yes,no,cellular,21,aug,76,1,-1,0,unknown,0
37,services,married,unknown,no,1032,yes,no,cellular,6,aug,263,4,-1,0,unknown,0
56,blue-collar,divorced,tertiary,no,859,yes,no,telephone,30,may,128,2,-1,0,unknown,0
18,technician,married,tertiary,no,1375,yes,no,cellular,1,nov,161,5,701,1,unknown,1
55,blue-collar,single,secondary,no,1908,no,no,cellular,11,feb,59,2,-1,0,unknown,0
44,entrepreneur,married,tertiary,no,1012,yes,no,unknown,16,feb,9,6,581,1,unknown,0
27,blue-collar,married,tertiary,no,3977,no,no,unknown,24,may,109,2,-1,0,unknown,0
29,management,single,primary,no,5447,yes,no,telephone,20,apr,296,1,-1,0,unknown,0
59,student,married,primary,no,7853,no,no,unknown,7,dec,375,3,-1,1,unknown,0
30,blue-collar,married,primary,no,1460,no,no,cellular,24,apr,231,3,-1,0,unknown,0
28,technician,married,primary,no,3846,no,no,unknown,3,may,128,3,466,0,unknown,0
53,admin.,single,primary,no,577,no,no,cellular,14,jan,225,3,-1,0,unknown,1
44,technician,married,secondary,no,2744,yes,no,cellular,4,jul,314,1,-1,0,unknown,1
30,services,single,primary,no,3398,no,no,unknown,9,mar,363,7,-1,0,unknown,0
43,blue-collar,married,tertiary,no,3317,yes,no,cellular,15,oct,25,1,-1,1,unknown,0
29,admin.,married,secondary,no,2465,no,no,cellular,12,oct,419,2,-1,0,failure,0
53,management,single,secondary,no,582,yes,no,cellular,25,aug,16,2,-1,0,unknown,0
52,services,married,tertiary,no,59,yes,no,cellular,16,sep,527,5,-1,0,unknown,0
46,admin.,married,secondary,no,409,no,yes,cellular,23,aug,128,3,-1,0,unknown,0
44,technician,married,secondary,no,1986,yes,no,cellular,19,nov,204,2,-1,0,unknown,1
60,management,married,tertiary,no,197,yes,no,unknown,14,dec,88,1,-1,0,unknown,0
40,technician,single,primary,no,775,yes,yes,cellular,27,feb,143,1,-1,0,unknown,0
27,housemaid,married,primary,no,1049,no,no,unknown,4,jul,481,2,-1,0,unknown,0
45,technician,married,secondary,no,1188,no,no,cellular,23,dec,90,1,-1,0,unknown,0
63,blue-collar,married,secondary,no,3916,no,no,cellular,29,apr,214,2,-1,0,other,1
29,management,married,secondary,no,1424,no,no,cellular,6,may,268,1,-1,1,unknown,0
37,entrepreneur,married,secondary,no,2114,yes,no,unknown,22,nov,40,4,27,0,unknown,0
45,blue-collar,divorced,secondary,no,1107,yes,no,cellular,11,oct,388,4,-1,0,unknown,0
40,unemployed,single,unknown,no,2489,no,no,cellular,4,may,1800,2,-1,0,success,0
30,blue-collar,married,tertiary,no,259,no,no,cellular,26,nov,43,1,-1,0,unknown,0
53,admin.,married,secondary,yes,153,yes,no,unknown,8,sep,376,1,156,0,unknown,0
66,blue-collar,divorced,secondary,no,3712,yes,no,cellular,9,dec,41,2,-1,0,failure,0
43,management,married,tertiary,no,1573,yes,no,cellular,26,feb,774,4,-1,0,unknown,0
31,technician,married,tertiary,no,1469,yes,no,unknown,23,feb,136,4,-1,0,failure,0
23,blue-collar,single,secondary,no,744,yes,no,cellular,24,mar,1008,2,-1,0,unknown,0
43,unemployed,married,unknown,no,509,yes,no,unknown,26,may,18,1,-1,0,unknown,0
53,services,married,secondary,no,1016,yes,no,unknown,2,dec,403,1,-1,0,unknown,0
46,technician,divorced,secondary,no,-7,yes,no,cellular,20,apr,165,1,-1,0,unknown,0
40,technician,single,secondary,no,709,no,no,cellular,3,oct,88,1,-1,0,unknown,0
34,management,married,tertiary,no,711,no,no,cellular,6,oct,355,1,-1,0,unknown,0
28,self-employed,married,secondary,no,959,yes,no,unknown,2,dec,260,1,-1,0,unknown,0
50,services,married,secondary,no,1310,yes,no,cellular,23,sep,601,3,-1,0,unknown,0
51,admin.,single,secondary,no,4530,no,no,unknown,8,mar,73,1,-1,0,unknown,0
23,entrepreneur,married,tertiary,no,1384,yes,no,cellular,20,jan,724,3,-1,0,unknown,0
58,blue-collar,married,secondary,no,3027,no,no,cellular,24,may,264,1,-1,0,unknown,1
47,blue-collar,divorced,secondary,no,1018,yes,no,cellular,8,aug,154,3,-1,1,unknown,0
56,technician,married,secondary,no,1278,no,no,cellular,3,jan,14,1,542,0,unknown,1
26,blue-collar,married,secondary,no,-91,yes,no,cellular,17,jan,373,1,142,1,unknown,0
25,management,married,secondary,no,14,yes,no,cellular,11,jun,504,1,729,0,unknown,0
39,management,married,secondary,no,1100,no,yes,cellular,3,jul,427,7,-1,0,unknown,0
46,services,married,secondary,no,555,no,no,cellular,26,aug,343,2,-1,0,unknown,0
60,admin.,divorced,tertiary,no,2205,yes,no,cellular,31,aug,899,2,672,0,unknown,0
48,blue-collar,single,secondary,no,975,no,yes,cellular,12,mar,487,7,166,0,unknown,0
38,blue-collar,married,secondary,no,3009,yes,no,cellular,14,apr,678,3,-1,0,unknown,0
29,technician,married,secondary,no,5181,no,no,cellular,31,sep,338,1,-1,0,unknown,0
54,admin.,married,primary,no,39,yes,no,unknown,29,nov,442,2,-1,0,unknown,0
30,admin.,married,tertiary,no,553,yes,no,cellular,1,may,88,4,-1,0,unknown,0
58,admin.,married,primary,no,1440,no,no,unknown,12,nov,285,3,-1,0,unknown,0
37,admin.,divorced,primary,no,346,yes,no,cellular,30,sep,59,1,-1,0,unknown,0
58,management,married,unknown,no,265,yes,no,unknown,18,dec,18,4,711,0,unknown,0
48,technician,married,tertiary,no,2320,yes,no,cellular,24,may,223,2,-1,0,unknown,0
39,blue-collar,married,tertiary,no,5696,yes,no,cellular,4,may,394,4,-1,0,unknown,0
35,technician,married,secondary,no,2029,no,no,cellular,30,sep,22,2,-1,0,failure,0
37,admin.,married,secondary,no,912,yes,yes,cellular,29,jun,51,2,-1,0,unknown,0
45,technician,married,tertiary,no,676,no,no,cellular,25,mar,25,3,293,0,unknown,0
41,management,married,unknown,no,963,yes,no,cellular,23,dec,259,4,-1,0,failure,0
34,entrepreneur,single,secondary,no,732,yes,no,cellular,3,may,21,2,-1,0,unknown,0
39,housemaid,married,tertiary,no,848,yes,no,cellular,30,jan,25,1,-1,0,unknown,0
41,technician,married,secondary,no,141,no,no,telephone,17,sep,79,2,-1,1,success,0
18,blue-collar,married,secondary,no,3311,yes,no,cellular,31,oct,81,1,-1,0,unknown,0
46,blue-collar,divorced,secondary,no,1906,yes,no,cellular,13,oct,210,1,-1,0,unknown,0
30,management,married,secondary,no,1513,yes,no,cellular,17,nov,8,2,247,1,unknown,0
28,blue-collar,married,secondary,no,4291,no,no,cellular,30,jul,246,1,-1,1,unknown,0
22,retired,married,tertiary,no,301,yes,no,cellular,17,jan,136,1,61,0,unknown,0
21,blue-collar,single,primary,no,-73,no,no,cellular,26,nov,50,1,420,0,unknown,0
26,services,married,primary,no,2424,yes,no,cellular,19,nov,273,1,264,0,unknown,0
33,technician,married,secondary,no,9472,yes,no,cellular,5,apr,103,1,-1,0,other,0
62,management,married,primary,no,1095,yes,yes,cellular,8,feb,453,1,795,0,unknown,0
35,self-employed,married,secondary,no,-109,yes,no,unknown,24,mar,1173,2,-1,0,unknown,0
42,technician,married,secondary,no,2074,yes,no,unknown,2,apr,389,3,-1,0,unknown,0
45,blue-collar,married,tertiary,no,-85,no,no,cellular,25,dec,350,3,-1,0,unknown,0
42,admin.,single,secondary,no,964,yes,no,cellular,9,feb,113,1,-1,0,unknown,0
40,technician,single,secondary,no,287,yes,no,cellular,7,oct,197,2,-1,0,unknown,0
27,admin.,married,secondary,no,3498,yes,yes,cellular,16,jan,13,2,-1,0,unknown,0
56,management,married,tertiary,no,700,yes,no,cellular,12,nov,335,1,-1,0,unknown,0
60,technician,married,secondary,no,3231,yes,no,cellular,26,apr,290,2,-1,0,unknown,0
22,management,married,tertiary,no,333,no,yes,cellular,21,sep,80,2,-1,0,unknown,0
29,admin.,divorced,tertiary,no,534,yes,yes,unknown,5,nov,197,2,501,0,unknown,0
37,technician,divorced,tertiary,no,4209,no,no,unknown,24,nov,293,2,819,0,unknown,1
30,admin.,married,primary,no,137,yes,no,unknown,31,sep,118,2,-1,0,unknown,0
46,self-employed,married,secondary,no,1095,yes,no,cellular,24,dec,333,8,-1,0,unknown,0
32,blue-collar,married,secondary,no,537,yes,yes,unknown,21,sep,411,4,-1,0,unknown,0
64,blue-collar,single,secondary,no,2031,yes,no,cellular,22,mar,65,1,-1,0,unknown,0
54,blue-collar,single,secondary,no,7,yes,no,cellular,6,jan,92,2,-1,0,unknown,0
43,technician,single,tertiary,no,662,yes,no,unknown,22,jan,132,1,-1,0,unknown,0
52,blue-collar,single,secondary,no,1600,yes,no,unknown,21,mar,69,2,-1,1,success,0
53,blue-collar,married,secondary,no,583,no,no,telephone,25,oct,385,3,-1,0,unknown,0
34,housemaid,single,tertiary,no,-109,yes,no,cellular,30,aug,218,1,-1,3,unknown,0
32,self-employed,single,tertiary,no,1631,no,no,cellular,17,apr,123,1,-1,0,failure,1
41,services,married,tertiary,no,849,yes,no,cellular,15,nov,4,1,-1,0,failure,0
50,services,married,primary,no,-182,no,no,unknown,10,aug,101,1,782,2,unknown,0
42,blue-collar,single,tertiary,no,1222,yes,no,telephone,3,jul,467,3,-1,0,failure,0
23,unknown,married,tertiary,no,3586,yes,no,cellular,7,aug,351,2,-1,0,unknown,0
32,services,single,secondary,no,-23,no,no,cellular,29,feb,17,2,-1,0,other,0
40,entrepreneur,single,unknown,no,1139,yes,no,cellular,25,aug,417,2,-1,0,unknown,1
40,unemployed,single,tertiary,no,1756,no,no,unknown,2,sep,50,1,-1,1,unknown,0
62,blue-collar,single,secondary,no,-89,no,no,cellular,13,oct,1121,1,-1,0,unknown,0
25,blue-collar,married,secondary,no,-165,yes,no,cellular,27,nov,523,5,-1,0,unknown,0
46,retired,single,tertiary,no,735,no,no,unknown,29,jun,630,2,33,1,other,0
57,unemployed,married,primary,no,2149,no,no,cellular,14,mar,378,2,-1,0,unknown,0
65,technician,married,secondary,no,62,no,no,unknown,4,jul,320,3,191,0,failure,0
36,admin.,married,secondary,no,2517,no,no,unknown,8,sep,72,1,-1,2,unknown,0
46,blue-collar,married,primary,no,1403,yes,no,cellular,5,aug,227,4,-1,0,unknown,0
47,technician,married,primary,no,405,yes,no,cellular,12,aug,307,3,-1,0,unknown,0
43,admin.,divorced,secondary,no,887,no,no,telephone,27,nov,87,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,4853,yes,no,cellular,24,jul,131,1,-1,0,unknown,0
45,retired,married,tertiary,no,165,yes,no,cellular,12,may,758,1,-1,0,unknown,0
18,technician,married,secondary,no,838,yes,no,cellular,11,feb,135,1,288,0,unknown,0
48,blue-collar,married,primary,no,1269,no,no,cellular,2,may,97,1,372,0,unknown,0
42,blue-collar,single,secondary,no,22,yes,no,cellular,28,may,29,1,-1,0,unknown,0
38,entrepreneur,married,secondary,no,-133,no,no,cellular,24,feb,107,1,-1,0,failure,0
63,management,single,secondary,no,-179,yes,no,cellular,22,nov,244,2,-1,0,unknown,0
33,unemployed,single,secondary,no,388,yes,no,cellular,5,oct,41,1,-1,0,unknown,0
36,blue-collar,married,secondary,no,-84,no,no,cellular,13,jan,239,1,544,0,unknown,1
62,admin.,single,secondary,no,2242,no,no,cellular,18,may,348,2,-1,0,unknown,0
31,blue-collar,married,tertiary,no,8682,yes,no,telephone,23,jun,377,3,-1,0,unknown,0
34,technician,married,secondary,no,-105,yes,no,cellular,17,jul,1080,6,-1,0,unknown,0
39,entrepreneur,divorced,primary,no,650,yes,no,unknown,30,nov,147,2,820,0,unknown,0
50,entrepreneur,single,secondary,no,-160,no,no,cellular,6,feb,8,1,-1,0,unknown,0
43,blue-collar,married,tertiary,no,15,yes,no,cellular,19,jun,497,2,649,0,unknown,0
26,blue-collar,married,secondary,no,384,yes,no,telephone,22,dec,22,11,-1,0,unknown,0
35,blue-collar,married,secondary,no,550,no,yes,cellular,17,aug,510,5,-1,0,unknown,0
34,management,married,tertiary,no,4014,yes,no,cellular,17,jun,1046,3,138,0,unknown,0
40,blue-collar,divorced,tertiary,no,555,yes,no,cellular,18,mar,612,3,-1,0,unknown,0
45,management,married,tertiary,no,828,no,no,cellular,26,mar,857,3,-1,0,unknown,0
45,management,married,tertiary,no,222,no,no,cellular,15,nov,6,1,-1,0,unknown,0
21,self-employed,divorced,tertiary,no,-199,no,yes,cellular,23,jul,2,2,-1,2,unknown,0
52,blue-collar,married,secondary,no,3243,yes,yes,cellular,28,feb,60,3,-1,0,unknown,0
43,unknown,married,primary,no,-72,no,no,unknown,30,mar,413,1,698,0,unknown,0
56,entrepreneur,divorced,tertiary,no,4796,no,no,unknown,28,jul,24,5,-1,0,failure,0
45,services,single,unknown,no,10,yes,no,cellular,20,sep,354,1,344,0,unknown,0
53,unknown,single,primary,no,1192,no,yes,unknown,4,jan,3,1,162,0,unknown,1
46,admin.,married,secondary,no,10954,yes,no,cellular,4,may,338,1,-1,0,unknown,0
55,technician,single,secondary,no,23,no,no,cellular,5,feb,74,2,-1,0,unknown,0
46,unemployed,married,tertiary,no,627,no,no,telephone,15,dec,149,2,-1,0,unknown,0
39,admin.,married,tertiary,no,2074,no,no,cellular,2,may,967,1,-1,1,unknown,1
65,services,divorced,tertiary,no,-150,yes,yes,cellular,11,jun,207,4,-1,0,unknown,0
50,management,married,tertiary,no,1555,no,no,cellular,23,aug,20,1,-1,0,unknown,0
47,technician,single,secondary,no,-74,yes,no,cellular,3,jul,532,2,-1,0,unknown,0
26,technician,married,secondary,no,204,no,no,cellular,11,may,100,2,-1,0,unknown,0
26,technician,married,secondary,no,61,no,no,unknown,3,nov,227,5,-1,0,unknown,0
44,services,single,tertiary,no,3368,yes,no,cellular,11,may,320,5,-1,0,unknown,0
42,management,married,tertiary,no,98,yes,no,cellular,29,feb,387,1,-1,0,unknown,0
34,management,single,secondary,no,-138,no,yes,cellular,31,jun,146,2,-1,0,unknown,0
42,technician,married,tertiary,no,1128,yes,no,unknown,2,mar,382,9,432,0,unknown,0
58,management,divorced,secondary,yes,437,no,no,cellular,22,jun,32,1,-1,0,unknown,0
48,technician,married,secondary,no,580,yes,no,cellular,20,mar,192,1,-1,0,unknown,0
28,admin.,married,tertiary,no,-9,no,no,telephone,20,feb,5,3,-1,0,unknown,0
39,blue-collar,married,secondary,no,1868,yes,no,cellular,15,aug,134,2,-1,0,unknown,0
32,management,divorced,tertiary,no,1180,yes,yes,cellular,8,apr,117,6,445,0,unknown,0
36,blue-collar,single,primary,no,479,no,no,cellular,28,may,986,2,-1,0,failure,0
36,entrepreneur,single,primary,no,82,no,no,cellular,31,sep,130,2,-1,0,unknown,0
35,management,married,secondary,no,1150,yes,no,cellular,2,apr,613,5,-1,0,unknown,0
27,retired,married,secondary,no,2061,no,yes,cellular,23,jan,147,1,-1,0,unknown,0
39,retired,married,tertiary,no,361,yes,no,cellular,18,nov,196,2,199,0,unknown,0
34,admin.,married,tertiary,no,-160,no,no,unknown,22,jun,111,4,-1,2,unknown,0
18,admin.,married,tertiary,no,161,yes,no,cellular,29,nov,263,2,202,1,unknown,0
63,management,divorced,secondary,no,1520,yes,no,cellular,21,nov,346,1,-1,0,unknown,0
52,unemployed,single,secondary,no,6577,yes,yes,unknown,8,may,403,2,-1,0,failure,0
36,admin.,married,tertiary,no,-179,yes,no,cellular,22,oct,305,2,-1,0,failure,0
41,services,married,tertiary,no,348,no,no,cellular,12,mar,103,9,835,0,unknown,0
28,management,single,secondary,no,-103,no,no,cellular,23,nov,103,1,-1,0,unknown,0
59,self-employed,married,secondary,no,370,yes,yes,cellular,6,nov,110,3,-1,1,unknown,0
61,admin.,married,tertiary,no,581,yes,no,cellular,24,may,9,1,-1,0,unknown,0
42,services,married,secondary,no,3604,no,no,cellular,2,aug,739,2,-1,1,unknown,1
52,management,married,secondary,yes,-74,yes,no,unknown,12,jan,56,2,-1,1,unknown,0
42,admin.,single,secondary,no,2051,yes,yes,cellular,23,apr,44,5,-1,0,unknown,1
26,unemployed,married,secondary,no,555,yes,no,cellular,21,mar,207,2,431,0,unknown,0
36,retired,married,tertiary,no,2301,yes,no,cellular,30,apr,12,4,581,0,unknown,0
42,blue-collar,married,secondary,no,880,yes,no,telephone,12,feb,469,3,63,0,unknown,0
35,self-employed,single,secondary,no,-139,no,yes,cellular,13,feb,538,2,-1,0,unknown,0
38,blue-collar,married,secondary,no,4183,yes,no,telephone,31,feb,130,1,851,0,unknown,0
39,blue-collar,married,secondary,no,-70,no,no,telephone,9,mar,917,1,-1,0,unknown,0
40,blue-collar,divorced,tertiary,yes,1165,yes,no,cellular,15,dec,101,1,-1,0,unknown,0
41,self-employed,divorced,secondary,yes,2951,no,no,cellular,11,sep,77,1,-1,1,failure,0
29,management,divorced,tertiary,no,-75,yes,no,cellular,9,may,1180,1,-1,0,unknown,0
33,blue-collar,single,secondary,no,1010,no,no,cellular,24,apr,74,2,-1,0,unknown,1
26,retired,married,secondary,no,2408,yes,no,cellular,8,apr,151,8,-1,0,failure,0
51,admin.,married,secondary,no,6238,yes,no,unknown,30,mar,244,3,-1,0,unknown,0
18,blue-collar,married,secondary,no,1732,no,yes,telephone,20,sep,100,1,-1,2,unknown,1
53,services,married,tertiary,no,289,yes,no,cellular,28,nov,125,3,-1,0,unknown,0
56,self-employed,divorced,secondary,no,1603,no,no,telephone,24,oct,329,2,-1,1,unknown,0
37,management,single,primary,no,1635,no,no,cellular,18,jan,331,2,-1,0,unknown,1
18,entrepreneur,single,secondary,no,1605,yes,no,cellular,11,jun,419,2,-1,0,unknown,1
37,management,married,secondary,no,2688,yes,no,cellular,5,apr,232,1,-1,0,unknown,0
40,technician,divorced,secondary,no,-62,yes,no,cellular,4,aug,68,5,-1,0,other,0
29,blue-collar,single,tertiary,no,-27,no,yes,cellular,21,jul,104,2,212,0,unknown,0
35,services,married,secondary,no,1335,yes,no,cellular,5,mar,595,3,356,1,failure,0
57,services,single,secondary,no,4414,no,yes,unknown,21,may,341,1,-1,0,unknown,0
48,management,married,secondary,no,740,no,no,cellular,7,nov,23,1,-1,0,unknown,0
30,management,married,secondary,no,4649,yes,no,unknown,17,nov,361,3,-1,0,success,0
23,blue-collar,single,primary,no,3972,no,no,cellular,29,apr,103,6,-1,0,failure,0
37,blue-collar,single,tertiary,no,3298,yes,no,cellular,18,apr,6,2,-1,0,unknown,0
38,technician,married,tertiary,no,3409,yes,no,unknown,23,oct,170,1,-1,0,unknown,0
46,services,married,tertiary,no,3228,no,no,cellular,1,aug,554,2,870,0,unknown,0
35,self-employed,divorced,tertiary,no,2371,yes,no,unknown,16,sep,151,2,-1,0,unknown,0
46,entrepreneur,single,secondary,no,1581,yes,no,cellular,9,nov,1158,1,-1,0,unknown,0
62,services,single,tertiary,no,-162,no,no,unknown,12,apr,50,5,811,0,unknown,0
49,entrepreneur,married,secondary,no,12,no,no,cellular,19,dec,111,3,-1,0,unknown,0
40,admin.,married,secondary,no,16,yes,no,cellular,11,feb,4,2,-1,1,unknown,0
38,blue-collar,married,tertiary,no,-164,no,no,telephone,6,jan,13,2,-1,0,failure,0
37,management,married,tertiary,no,-13,yes,no,unknown,4,oct,112,1,-1,0,unknown,0
53,self-employed,married,tertiary,no,3583,no,no,cellular,16,apr,193,1,-1,0,unknown,0
34,blue-collar,married,tertiary,no,1435,no,yes,unknown,3,aug,69,2,-1,0,failure,1
41,admin.,married,secondary,yes,361,yes,no,telephone,8,may,46,1,-1,0,unknown,1
41,technician,married,secondary,no,2165,yes,no,cellular,16,feb,140,1,-1,0,unknown,0
35,management,single,secondary,no,805,no,no,cellular,29,nov,48,2,596,0,unknown,0
25,management,married,tertiary,yes,29,no,no,cellular,2,apr,257,2,-1,0,unknown,0
44,blue-collar,married,unknown,no,3037,yes,no,cellular,13,apr,801,3,-1,0,unknown,0
40,retired,married,secondary,no,420,yes,no,cellular,19,oct,423,1,-1,0,other,0
46,technician,married,secondary,no,1600,yes,no,unknown,24,may,62,1,-1,0,unknown,0
35,retired,married,secondary,no,314,yes,no,telephone,16,feb,778,1,-1,0,unknown,0
54,retired,divorced,primary,no,839,no,yes,cellular,19,jul,358,2,-1,0,unknown,0
31,retired,single,tertiary,no,2341,yes,no,cellular,8,may,43,2,-1,1,unknown,0
59,blue-collar,married,secondary,no,55,no,yes,unknown,23,apr,223,1,-1,0,unknown,0
21,services,married,unknown,no,5474,no,no,cellular,2,aug,876,3,-1,0,unknown,0
45,blue-collar,married,primary,no,-90,no,no,cellular,1,feb,26,3,-1,0,unknown,0
46,blue-collar,single,secondary,no,945,yes,no,cellular,17,jan,81,4,-1,0,unknown,0
32,management,married,primary,no,3515,no,no,unknown,18,jun,120,1,-1,0,unknown,0
45,technician,married,secondary,no,4169,no,no,unknown,7,oct,31,2,-1,0,failure,0
55,management,single,secondary,no,196,yes,no,unknown,9,oct,91,2,-1,1,unknown,0
18,unknown,single,secondary,no,33,yes,no,unknown,23,aug,304,1,767,0,unknown,0
46,technician,single,primary,no,1733,no,no,cellular,3,jul,167,7,-1,1,unknown,0
18,technician,single,tertiary,no,-135,yes,no,cellular,24,sep,141,4,-1,0,other,0
30,admin.,divorced,secondary,no,796,no,no,cellular,24,jan,145,1,-1,1,unknown,0
58,technician,married,unknown,no,2187,yes,no,cellular,25,mar,367,2,-1,0,unknown,0
34,technician,married,secondary,no,1032,yes,no,cellular,11,sep,1223,1,-1,1,failure,0
28,management,single,tertiary,no,112,yes,yes,cellular,28,may,229,5,-1,0,unknown,0
38,admin.,single,tertiary,no,801,yes,yes,cellular,16,jun,359,1,-1,0,unknown,0
63,management,divorced,secondary,no,3612,yes,no,cellular,29,nov,120,5,-1,0,other,0
20,blue-collar,married,secondary,no,1240,yes,no,cellular,9,jul,508,4,663,0,unknown,0
29,blue-collar,married,primary,no,1717,yes,no,cellular,12,mar,140,2,-1,0,unknown,0
57,retired,married,secondary,no,414,yes,no,unknown,14,jul,705,3,673,0,unknown,0
61,unknown,married,tertiary,no,113,yes,no,telephone,25,mar,351,1,-1,1,success,0
39,admin.,married,secondary,no,242,no,no,unknown,4,jun,317,1,-1,0,success,0
27,management,single,tertiary,no,942,yes,no,cellular,26,aug,88,1,-1,1,unknown,0
64,technician,married,secondary,no,293,no,no,cellular,4,jul,410,2,-1,0,unknown,0
58,technician,single,secondary,no,971,no,no,cellular,11,may,28,1,-1,0,failure,0
48,management,single,secondary,no,1645,yes,no,telephone,2,dec,199,1,730,0,unknown,0
32,technician,married,primary,no,1788,yes,no,unknown,31,jun,342,2,357,0,unknown,0
40,technician,married,secondary,no,69,no,no,cellular,24,apr,554,5,-1,1,unknown,0
39,blue-collar,single,secondary,no,1882,no,no,unknown,18,feb,217,2,-1,1,unknown,0
44,retired,single,primary,no,1475,yes,no,cellular,3,jul,77,4,-1,0,unknown,0
56,entrepreneur,single,tertiary,no,-181,no,no,cellular,25,apr,487,4,-1,0,unknown,0
50,admin.,single,secondary,no,-108,yes,no,cellular,2,jun,376,1,-1,0,unknown,1
29,technician,divorced,unknown,no,1358,yes,yes,cellular,1,oct,43,3,-1,0,unknown,0
56,technician,married,tertiary,no,526,yes,yes,cellular,5,dec,531,3,-1,0,unknown,0
44,blue-collar,divorced,secondary,no,36,yes,no,cellular,7,feb,829,2,105,0,unknown,0
48,management,single,secondary,no,-131,no,yes,unknown,20,feb,199,1,-1,0,unknown,0
57,management,divorced,tertiary,no,60,no,no,cellular,31,jun,10,2,-1,0,failure,0
28,blue-collar,married,tertiary,no,4537,no,no,cellular,4,aug,637,1,464,0,unknown,0
40,self-employed,divorced,secondary,no,1750,yes,no,unknown,27,jan,33,4,-1,0,unknown,0
35,admin.,married,secondary,no,925,yes,no,cellular,3,oct,258,6,174,0,other,0
23,management,single,secondary,no,4059,yes,no,cellular,6,jul,132,2,-1,1,unknown,0
44,services,married,tertiary,no,1247,yes,no,cellular,12,jun,1246,2,-1,1,success,0
68,admin.,married,secondary,no,1739,yes,no,unknown,29,may,642,2,-1,0,failure,0
20,blue-collar,married,secondary,no,298,no,no,cellular,16,oct,395,1,-1,0,unknown,0
40,admin.,married,tertiary,no,1133,yes,no,telephone,8,dec,57,1,-1,0,unknown,1
48,entrepreneur,married,tertiary,no,32,no,no,unknown,11,aug,309,6,-1,0,unknown,0
42,technician,single,secondary,no,577,no,no,unknown,13,jan,219,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,-149,no,yes,cellular,14,may,37,2,-1,0,unknown,0
