SK_ID_CURR,TARGET,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CNT_PREV_LOANS,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_3,FLAG_PHONE
108726,0,M,Secondary,Single,Rented apartment,314145.24,777039.71,11261.91,2.4735,0.0358,-19345,-684,-5249,0.2262,0.394,0.0916,1,0.019584,1,1
108727,0,F,Secondary,Married,House/apartment,308060.39,1402018.07,42899.52,4.5511,0.1393,-18250,-913,-4290,0.4484,0.5043,0.2718,0,0.000393,1,0
108728,0,F,Secondary,Civil marriage,With parents,435231.44,1550041.31,17280.01,3.5614,0.0397,-12775,-854,-4600,0.6208,0.5555,0.4752,2,0.023319,1,1
108729,0,M,Secondary,Married,With parents,30000.0,169218.89,2388.42,5.6406,0.0796,-18250,-92,-1274,0.197,0.9371,0.465,2,0.057446,1,0
108730,0,M,Secondary,Married,House/apartment,346154.93,1883665.02,35171.12,5.4417,0.1016,-13140,-4252,-5025,0.4298,0.798,0.5727,1,0.006112,1,0
108731,1,F,Higher education,Married,House/apartment,67299.22,202981.78,2375.31,3.0161,0.0353,-22265,-252,-4539,0.8879,0.2909,0.0176,1,0.017701,0,1
108732,0,M,Secondary,Civil marriage,House/apartment,156862.86,420004.1,14785.35,2.6775,0.0943,-16060,-1416,-1637,0.6446,0.1259,0.5667,0,0.045902,1,0
108733,1,M,Secondary,Married,House/apartment,145067.75,846834.18,13594.85,5.8375,0.0937,-14235,-4299,-4502,0.2848,0.0458,0.5931,2,0.001095,1,0
108734,0,F,Higher education,Single,Municipal apartment,30000.0,94418.62,1218.44,3.1473,0.0406,-13870,-1416,-982,0.4685,0.1425,0.1568,4,0.011249,1,1
108735,0,M,Higher education,Married,House/apartment,30000.0,178552.63,2390.27,5.9518,0.0797,-14235,-841,-4224,0.2595,0.0407,0.7604,3,0.019048,1,1
108736,0,F,Secondary,Married,House/apartment,36002.47,64872.92,2571.84,1.8019,0.0714,-14235,-2225,-5289,0.8665,0.451,0.9884,1,0.007155,1,1
108737,0,F,Incomplete higher,Married,House/apartment,46956.85,253463.45,6292.94,5.3978,0.134,-18250,-9985,-3727,0.5054,0.0663,0.5806,1,0.028957,1,0
108738,0,F,Higher education,Civil marriage,Municipal apartment,69169.86,137065.67,1594.74,1.9816,0.0231,-13505,-1680,-348,0.2608,0.0323,0.2767,1,0.030632,1,0
108739,1,M,Secondary,Separated,House/apartment,91048.56,367527.62,8610.15,4.0366,0.0946,-12045,-1891,-5072,0.5316,0.6957,0.2019,2,0.014402,1,0
108740,1,M,Secondary,Civil marriage,House/apartment,66735.64,400091.92,6839.83,5.9952,0.1025,-19710,-364,-2133,0.1919,0.7834,0.3359,1,0.04014,1,1
108741,0,F,Secondary,Married,House/apartment,133480.37,487657.71,5126.42,3.6534,0.0384,-20805,-558,-2058,0.1763,0.6921,0.0248,0,0.015151,1,1
108742,0,F,Secondary,Married,Office apartment,30000.0,151639.94,2263.4,5.0547,0.0754,-12410,-2887,-1884,0.1549,0.8722,0.1133,1,0.039043,1,1
108743,0,M,Incomplete higher,Civil marriage,House/apartment,404010.79,754811.31,11773.5,1.8683,0.0291,-14235,-2531,-2405,0.3796,0.9536,0.4884,1,0.001348,1,1
108744,0,F,Higher education,Married,With parents,272355.93,981614.61,14949.47,3.6042,0.0549,-20440,-497,-5511,0.8195,0.9003,0.0415,0,0.003957,1,0
108745,0,M,Higher education,Widow,House/apartment,30000.0,92001.26,2491.47,3.0667,0.083,-17520,-1287,-3142,0.1383,0.184,0.3397,2,0.01196,0,1
108746,0,F,Higher education,Civil marriage,Municipal apartment,92868.5,237536.49,3229.41,2.5578,0.0348,-21900,-3846,-621,0.8797,0.6276,0.5476,0,0.039431,1,1
108747,0,F,Higher education,Married,Municipal apartment,252856.34,211940.79,8253.02,0.8382,0.0326,-18250,-359,-4384,0.1602,0.7819,0.6521,1,0.01105,0,1
108748,0,M,Secondary,Married,With parents,65185.55,298902.62,6323.54,4.5854,0.097,-17520,-2356,-718,0.2295,0.2298,0.9874,2,0.012126,1,0
108749,1,F,Higher education,Single,House/apartment,82598.82,485027.24,10499.62,5.8721,0.1271,-14235,-779,-2048,0.2078,0.2606,0.2255,0,0.015109,1,1
108750,0,M,Secondary,Married,House/apartment,819330.17,2000000.0,68053.17,2.441,0.0831,-11680,-124,-1957,0.3194,0.3684,0.4952,5,0.004413,1,1
108751,0,M,Secondary,Single,House/apartment,211286.3,194708.35,4041.33,0.9215,0.0191,-10585,-601,-1522,0.8733,0.2859,0.5109,1,0.033084,1,0
108752,0,F,Secondary,Single,House/apartment,48646.56,202407.99,3003.22,4.1608,0.0617,-15330,-993,-5675,0.2039,0.9781,0.4868,2,0.002218,1,1
108753,0,M,Secondary,Married,House/apartment,124945.83,748581.4,14637.12,5.9912,0.1171,-21170,-2492,-1153,0.8811,0.7281,0.9685,0,0.021772,1,1
108754,0,M,Secondary,Married,House/apartment,243458.82,1127252.29,44216.58,4.6302,0.1816,-11315,-249,-5315,0.7652,0.9845,0.4677,1,0.01747,1,0
108755,0,F,Secondary,Married,House/apartment,49333.7,139527.96,2020.37,2.8282,0.041,-14965,-3557,-3309,0.6207,0.759,0.3403,3,0.000392,1,1
108756,0,F,Incomplete higher,Married,Municipal apartment,30000.0,176469.82,3836.35,5.8823,0.1279,-8760,-711,-2809,0.6613,0.8703,0.1066,3,0.026703,1,1
108757,1,F,Higher education,Civil marriage,With parents,60033.38,330774.8,3449.56,5.5098,0.0575,-21170,-298,-5856,0.3728,0.0223,0.7999,3,0.004234,1,1
108758,0,F,Secondary,Separated,House/apartment,321285.54,1533576.98,17274.8,4.7733,0.0538,-12410,-845,-3674,0.1595,0.3576,0.3963,4,0.004763,1,0
108759,0,M,Secondary,Married,Rented apartment,94630.63,531916.52,8999.64,5.621,0.0951,-24455,-4794,-2268,0.6431,0.0778,0.8466,1,0.050924,1,0
108760,0,F,Secondary,Married,With parents,136420.44,648027.26,12828.98,4.7502,0.094,-17520,-1514,-3323,0.2383,0.3237,0.4956,2,0.048721,1,1
108761,0,M,Higher education,Married,House/apartment,30000.0,176202.72,6073.8,5.8734,0.2025,-21535,-787,-5577,0.713,0.9294,0.5636,0,0.01163,1,1
108762,1,M,Secondary,Married,Rented apartment,41060.93,191792.16,7956.1,4.6709,0.1938,-8395,-1025,-3161,0.3242,0.997,0.2088,1,0.017662,1,1
108763,0,M,Secondary,Married,With parents,230403.18,303132.09,3719.27,1.3157,0.0161,-7665,-2444,-3888,0.4616,0.7188,0.9691,0,0.00187,1,1
108764,0,F,Secondary,Married,House/apartment,186370.63,194988.12,3279.84,1.0462,0.0176,-13870,-82,-4098,0.2817,0.0473,0.4507,0,0.000298,0,1
108765,0,M,Secondary,Married,Rented apartment,30000.0,55625.25,1185.21,1.8542,0.0395,-15695,-5505,-5996,0.6811,0.0215,0.3125,1,0.006454,1,0
108766,0,M,Secondary,Separated,House/apartment,257598.08,323568.92,4976.04,1.2561,0.0193,-17885,-3265,-4679,0.5354,0.1563,0.2109,2,0.030673,1,0
108767,0,F,Secondary,Widow,House/apartment,113838.1,410376.98,8917.74,3.6049,0.0783,-21535,-3975,-5686,0.6428,0.5217,0.6222,0,0.038192,0,1
108768,0,F,Higher education,Married,House/apartment,43136.56,178329.79,3455.92,4.1341,0.0801,-14235,-2008,-3144,0.6537,0.8666,0.9882,1,0.005836,0,1
108769,0,F,Secondary,Married,House/apartment,30000.0,35623.74,1217.27,1.1875,0.0406,-13870,-1631,-4330,0.8809,0.4988,0.9315,0,0.001507,1,1
108770,0,F,Secondary,Single,House/apartment,30000.0,16159.82,289.47,0.5387,0.0096,-14600,-766,-4507,0.5232,0.2945,0.2797,3,0.001418,1,0
108771,0,M,Secondary,Civil marriage,Rented apartment,81191.84,351912.5,10277.64,4.3343,0.1266,-17155,-653,-3786,0.2736,0.6984,0.9731,2,0.00269,1,0
108772,0,F,Academic degree,Married,With parents,313233.41,243005.03,4418.19,0.7758,0.0141,-10585,-170,-3598,0.1497,0.0068,0.6393,1,0.023601,1,1
108773,0,F,Higher education,Married,House/apartment,68775.77,307235.8,3849.17,4.4672,0.056,-8395,-63,-5897,0.8129,0.5382,0.4464,1,0.031245,1,1
108774,0,F,Secondary,Widow,With parents,157937.13,140221.88,3423.04,0.8878,0.0217,-16790,-102,-1238,0.1454,0.382,0.368,3,0.010556,1,1
108775,1,M,Secondary,Single,With parents,30000.0,173958.02,4293.58,5.7986,0.1431,-10220,-360,-3332,0.5397,0.1452,0.9844,3,0.014375,1,1
108776,0,F,Secondary,Married,With parents,30000.0,56177.86,747.14,1.8726,0.0249,-20075,-322,-4258,0.3002,0.995,0.6391,3,0.006967,1,1
108777,0,F,Higher education,Single,House/apartment,79434.83,69212.19,1104.42,0.8713,0.0139,-7665,-2808,-1450,0.8262,0.1526,0.454,1,0.018029,1,1
108778,0,F,Secondary,Single,House/apartment,30000.0,117633.53,2167.94,3.9211,0.0723,-12410,-203,-2347,0.528,0.9878,0.1538,3,0.069366,1,1
108779,0,M,Secondary,Married,House/apartment,32477.75,145324.15,5280.1,4.4746,0.1626,-10220,-2649,-2191,0.5027,0.2798,0.6187,0,0.008268,0,1
108780,0,M,Higher education,Married,House/apartment,47131.99,263129.04,4547.8,5.5828,0.0965,-12775,-1058,-3960,0.4767,0.1334,0.6043,3,0.00663,1,1
108781,1,M,Secondary,Widow,With parents,30000.0,151249.07,2831.9,5.0416,0.0944,-12045,-5867,-2592,0.6737,0.728,0.2568,3,0.000242,1,1
108782,0,M,Secondary,Married,House/apartment,242063.17,495920.96,13901.16,2.0487,0.0574,-20075,-1691,-850,0.1232,0.6967,0.161,1,0.024739,1,1
108783,0,F,Secondary,Separated,House/apartment,117151.99,187502.26,2060.5,1.6005,0.0176,-25185,-1490,-4137,0.5726,0.787,0.5675,3,0.02668,1,1
108784,0,F,Incomplete higher,Married,House/apartment,78414.7,170965.21,3208.78,2.1803,0.0409,-10585,-1879,-4267,0.432,0.212,0.3941,1,0.02591,1,0
108785,0,F,Higher education,Married,House/apartment,60364.09,110363.68,4587.08,1.8283,0.076,-12775,-1243,-742,0.3348,0.907,0.812,2,0.041855,1,1
108786,0,F,Secondary,Married,House/apartment,30000.0,133804.93,1427.5,4.4602,0.0476,-14965,-1544,-1869,0.7285,0.4323,0.1826,3,0.033995,1,0
108787,1,F,Secondary,Married,Municipal apartment,305292.79,1325827.02,23029.96,4.3428,0.0754,-11315,-2235,-708,0.2138,0.5254,0.2977,1,0.00161,1,1
108788,0,M,Higher education,Married,House/apartment,215243.63,770507.81,11193.77,3.5797,0.052,-17885,-3388,-3872,0.8149,0.6582,0.8942,1,0.00984,0,1
108789,0,F,Secondary,Married,House/apartment,196991.33,174357.76,3371.26,0.8851,0.0171,-9855,-4654,-1106,0.1924,0.9108,0.8005,3,0.022277,1,1
108790,1,F,Secondary,Civil marriage,House/apartment,30000.0,172305.2,2142.62,5.7435,0.0714,-17885,-2127,-4860,0.4293,0.0796,0.0127,0,0.020168,1,1
108791,0,F,Secondary,Single,Municipal apartment,30000.0,72722.43,1570.04,2.4241,0.0523,-15695,-4554,-5242,0.1247,0.5994,0.0348,1,0.025202,1,0
108792,0,F,Higher education,Married,With parents,30000.0,149391.29,2637.78,4.9797,0.0879,-18615,-1434,-4628,0.2634,0.23,0.0107,2,0.002108,1,0
108793,1,F,Higher education,Married,Rented apartment,115267.29,563053.44,10320.16,4.8848,0.0895,-15330,-491,-1591,0.2324,0.9543,0.6671,3,0.030367,1,0
108794,0,F,Secondary,Single,House/apartment,151641.36,323346.87,5852.28,2.1323,0.0386,-18615,-755,-5852,0.4808,0.0134,0.1016,4,0.013843,1,1
108795,0,F,Secondary,Married,House/apartment,947806.32,1768057.54,25549.53,1.8654,0.027,-17520,-3633,-303,0.3274,0.6823,0.9286,3,0.001062,1,1
108796,0,F,Higher education,Married,Municipal apartment,110835.87,381667.58,4729.27,3.4435,0.0427,-14965,-1884,-977,0.1673,0.0903,0.636,0,0.00495,1,1
108797,0,F,Secondary,Widow,House/apartment,60605.53,149555.45,2865.62,2.4677,0.0473,-17885,-596,-1139,0.7567,0.0052,0.6769,3,0.000166,1,1
108798,0,F,Secondary,Married,House/apartment,170804.98,949569.38,13713.41,5.5594,0.0803,-21170,-1572,-1783,0.2062,0.3102,0.2592,2,0.044276,1,0
108799,1,M,Secondary,Married,With parents,154899.17,854931.93,29846.01,5.5193,0.1927,-8395,-1990,-4929,0.8953,0.8028,0.0587,2,0.008035,1,0
108800,0,M,Incomplete higher,Single,House/apartment,30000.0,142337.7,4880.27,4.7446,0.1627,-7665,-11661,-933,0.1397,0.2959,0.3666,1,0.058478,1,0
108801,0,M,Secondary,Married,Municipal apartment,30000.0,18474.44,583.51,0.6158,0.0195,-20805,-1289,-2503,0.6688,0.9606,0.3305,1,0.058385,1,1
108802,0,M,Secondary,Married,House/apartment,176818.46,910916.82,22534.73,5.1517,0.1274,-18980,-4227,-736,0.6714,0.6145,0.261,2,0.047114,1,0
108803,0,F,Higher education,Married,House/apartment,30000.0,123215.24,3346.88,4.1072,0.1116,-21170,-758,-2206,0.38,0.8794,0.5707,2,0.1,0,1
108804,0,M,Secondary,Civil marriage,House/apartment,246139.03,832595.72,14244.09,3.3826,0.0579,-14965,-1856,-4289,0.7727,0.6571,0.3675,4,0.060933,1,1
108805,0,M,Secondary,Widow,House/apartment,357563.03,946481.33,21904.7,2.647,0.0613,-22630,-2868,-4312,0.2769,0.7254,0.8782,1,0.000348,1,0
108806,1,F,Incomplete higher,Single,House/apartment,33470.86,130222.62,1771.85,3.8906,0.0529,-25185,-4882,-2995,0.6962,0.2943,0.6554,2,0.009008,1,1
108807,0,F,Higher education,Civil marriage,House/apartment,105626.02,201603.6,2515.76,1.9087,0.0238,-20075,-1202,-3204,0.8036,0.6015,0.6131,6,0.017409,0,1
108808,0,M,Secondary,Married,House/apartment,56651.61,207758.73,3915.7,3.6673,0.0691,-17885,-3525,-5899,0.1618,0.992,0.9634,1,0.019683,1,0
108809,0,M,Secondary,Separated,House/apartment,110387.71,450416.14,5136.06,4.0803,0.0465,-18615,-1356,-1968,0.4227,0.3826,0.808,3,0.046615,1,1
108810,0,F,Secondary,Married,House/apartment,143550.77,605903.03,9160.36,4.2208,0.0638,-16060,-1907,-4925,0.8637,0.257,0.6623,1,0.025131,0,0
108811,0,F,Higher education,Married,Municipal apartment,30000.0,84440.18,969.35,2.8147,0.0323,-16790,-505,-3404,0.4573,0.3607,0.4934,1,0.022636,0,0
108812,0,M,Higher education,Married,Rented apartment,338633.99,299520.71,5208.49,0.8845,0.0154,-17155,-3173,-4299,0.5789,0.7195,0.5637,1,0.002562,1,1
108813,1,F,Incomplete higher,Married,Rented apartment,69118.62,193541.97,3975.62,2.8001,0.0575,-24455,-6302,-4373,0.8067,0.12,0.1448,2,0.014199,1,0
108814,0,M,Secondary,Separated,House/apartment,31948.49,174370.82,2788.42,5.4579,0.0873,-12410,-2748,-3675,0.7246,0.8335,0.2619,1,0.006384,1,1
108815,0,F,Higher education,Married,House/apartment,30000.0,103613.69,2002.52,3.4538,0.0668,-14600,-574,-1791,0.3433,0.1921,0.853,2,0.005735,1,0
108816,0,F,Incomplete higher,Married,House/apartment,738077.78,527809.36,11240.15,0.7151,0.0152,-15695,-139,-305,0.6671,0.5896,0.6356,2,0.003726,1,1
108817,0,M,Incomplete higher,Married,House/apartment,213730.6,546451.64,17251.26,2.5567,0.0807,-17885,-110,-4064,0.6332,0.1193,0.3803,1,0.000749,1,1
108818,0,M,Incomplete higher,Married,With parents,91311.86,354903.44,6121.15,3.8867,0.067,-16425,-2292,-163,0.7883,0.3413,0.5494,2,0.004033,1,0
108819,0,F,Secondary,Separated,House/apartment,301347.2,615100.82,8785.28,2.0412,0.0292,-10220,-2825,-3629,0.5264,0.2377,0.2024,1,0.024013,0,1
108820,0,M,Higher education,Married,House/apartment,91357.15,139997.22,1722.12,1.5324,0.0189,-15695,-1999,-4997,0.6479,0.6635,0.1623,0,0.000129,1,1
108821,0,F,Higher education,Married,House/apartment,174667.63,642570.52,7425.68,3.6788,0.0425,-14965,-2014,-3230,0.4977,0.5913,0.3685,5,0.029952,1,1
108822,0,M,Secondary,Civil marriage,House/apartment,472591.3,1815419.96,50115.66,3.8414,0.106,-15330,-4586,-4409,0.7016,0.289,0.857,4,0.014954,1,1
108823,0,F,Incomplete higher,Married,House/apartment,183751.24,555820.9,10729.47,3.0249,0.0584,-18980,-1075,-1023,0.4949,0.8568,0.042,1,0.012133,1,0
108824,0,F,Higher education,Single,House/apartment,41188.56,41548.31,610.91,1.0087,0.0148,-20440,-1243,-487,0.1338,0.9665,0.8452,0,0.028485,1,1
108825,1,M,Secondary,Civil marriage,House/apartment,406287.42,1853733.19,26567.61,4.5626,0.0654,-12045,-512,-4662,0.4866,0.5691,0.6468,3,0.014066,1,1
108826,0,F,Secondary,Married,With parents,30000.0,139708.84,1612.33,4.657,0.0537,-23360,-14600,-4265,0.8955,0.0584,0.5724,4,0.023426,1,1
108827,0,F,Higher education,Separated,House/apartment,379710.07,1006256.45,16412.96,2.6501,0.0432,-9490,-5270,-2470,0.5282,0.7058,0.7926,2,0.013627,1,1
108828,0,F,Secondary,Single,House/apartment,491020.69,269482.94,4261.28,0.5488,0.0087,-12775,-488,-3540,0.118,0.9944,0.9369,3,0.010962,0,1
108829,0,M,Higher education,Married,House/apartment,30000.0,120182.72,2410.57,4.0061,0.0804,-14600,-472,-5224,0.4009,0.9268,0.1077,1,0.052704,1,1
108830,1,F,Secondary,Married,With parents,30000.0,176372.55,1898.38,5.8791,0.0633,-18250,-2705,-5026,0.2184,0.1776,0.5516,0,0.020073,1,0
108831,0,M,Secondary,Civil marriage,House/apartment,273652.84,869621.53,22078.55,3.1778,0.0807,-8395,-375,-3750,0.5287,0.2803,0.5773,5,0.006583,1,1
108832,1,F,Secondary,Single,House/apartment,30000.0,128463.68,1684.75,4.2821,0.0562,-24455,-411,-3482,0.3996,0.3571,0.3617,4,0.021497,1,0
108833,0,F,Secondary,Single,House/apartment,244960.86,833007.15,13509.61,3.4006,0.0552,-8395,-3526,-5915,0.5457,0.351,0.9238,4,0.004177,1,1
108834,0,F,Secondary,Married,House/apartment,65308.07,117993.04,2730.51,1.8067,0.0418,-21900,-1646,-1563,0.8483,0.3809,0.0545,4,0.003777,1,1
108835,0,F,Higher education,Married,With parents,30000.0,71150.5,1859.49,2.3717,0.062,-13870,-599,-3899,0.1018,0.6855,0.0596,1,0.003656,1,1
108836,0,F,Secondary,Married,House/apartment,154418.79,893019.42,13492.87,5.7831,0.0874,-16060,-938,-720,0.6449,0.1497,0.5846,1,0.032304,1,1
108837,0,M,Secondary,Widow,Rented apartment,49156.3,185500.58,6806.38,3.7737,0.1385,-7665,-344,-5869,0.4966,0.3209,0.5577,0,0.017475,1,0
108838,0,M,Secondary,Married,House/apartment,30000.0,46005.13,495.5,1.5335,0.0165,-18615,-1641,-1716,0.8363,0.6711,0.5968,3,0.00077,1,1
108839,0,F,Secondary,Single,House/apartment,118661.24,91831.05,1889.4,0.7739,0.0159,-14965,-309,-3012,0.1121,0.0532,0.2308,1,0.021539,0,0
108840,0,M,Secondary,Married,Office apartment,30000.0,23790.27,248.09,0.793,0.0083,-20075,-702,-2856,0.5974,0.593,0.6773,7,0.015629,1,1
108841,0,F,Academic degree,Single,House/apartment,74986.27,243954.52,3792.6,3.2533,0.0506,-9855,-6340,-2788,0.8848,0.6021,0.1702,2,0.014769,1,0
108842,0,F,Secondary,Civil marriage,House/apartment,144019.91,155203.21,3359.24,1.0777,0.0233,-21170,-1532,-3000,0.6008,0.1749,0.122,2,0.03696,1,1
108843,0,F,Higher education,Single,House/apartment,194053.92,985713.17,24294.54,5.0796,0.1252,-8760,-779,-1165,0.338,0.8904,0.3956,1,0.006062,1,1
108844,0,F,Secondary,Married,House/apartment,109081.02,259951.87,3283.11,2.3831,0.0301,-16425,-4740,-2578,0.2733,0.6583,0.482,4,0.037392,1,1
108845,0,F,Incomplete higher,Married,House/apartment,30000.0,78364.51,2806.85,2.6122,0.0936,-9490,-843,-1328,0.8101,0.1126,0.8435,4,0.006782,1,1
108846,0,M,Secondary,Married,House/apartment,216240.92,517540.67,6462.39,2.3934,0.0299,-23360,-2357,-3926,0.5263,0.4258,0.7193,3,0.034823,1,1
108847,0,F,Higher education,Widow,House/apartment,73561.13,253239.88,3641.52,3.4426,0.0495,-19345,-728,-3375,0.3452,0.9747,0.8202,1,0.018331,1,0
108848,0,F,Secondary,Married,House/apartment,30000.0,179701.75,3664.56,5.9901,0.1222,-21900,-659,-4773,0.8176,0.9726,0.6014,3,0.024569,1,1
108849,0,F,Higher education,Married,House/apartment,46136.4,250593.86,3854.42,5.4316,0.0835,-14600,-1170,-3517,0.5196,0.9219,0.351,1,0.015081,1,1
108850,0,F,Secondary,Widow,House/apartment,165151.83,293132.45,3339.64,1.7749,0.0202,-14235,-1486,-5335,0.5725,0.8214,0.9576,2,0.013952,1,1
108851,0,F,Secondary,Civil marriage,House/apartment,33056.33,179703.6,1947.96,5.4363,0.0589,-15330,-1025,-880,0.6851,0.2752,0.4865,4,0.00019,1,1
108852,0,M,Incomplete higher,Civil marriage,House/apartment,30000.0,111075.78,1217.07,3.7025,0.0406,-14965,-3261,-495,0.532,0.8483,0.8451,1,0.009911,1,1
108853,1,F,Incomplete higher,Married,House/apartment,145554.01,658170.48,10783.85,4.5218,0.0741,-13870,-2151,-1181,0.4129,0.5241,0.8766,4,0.009434,0,1
108854,0,F,Higher education,Married,House/apartment,155726.5,523760.41,7899.74,3.3633,0.0507,-14600,-5974,-1598,0.2415,0.8515,0.7972,3,0.001774,1,1
108855,0,M,Secondary,Civil marriage,House/apartment,88321.69,365216.05,9830.88,4.1351,0.1113,-20075,-881,-1188,0.4981,0.8057,0.6803,1,0.004951,1,1
108856,0,M,Secondary,Single,House/apartment,105480.62,280026.23,3105.09,2.6548,0.0294,-19345,-1422,-147,0.1289,0.8243,0.8278,4,0.047358,1,1
108857,0,F,Higher education,Married,House/apartment,267408.27,548573.82,19163.27,2.0514,0.0717,-10950,-3680,-5387,0.8848,0.0426,0.3972,1,0.008713,0,1
108858,1,F,Secondary,Single,With parents,62002.32,202648.04,3444.91,3.2684,0.0556,-18250,-585,-3976,0.5088,0.7419,0.5247,2,0.005976,1,1
108859,0,F,Secondary,Married,House/apartment,298904.83,931004.12,23844.98,3.1147,0.0798,-9855,-2522,-1212,0.7538,0.5697,0.271,6,0.006425,0,0
108860,0,F,Academic degree,Married,House/apartment,310209.41,829690.69,14963.93,2.6746,0.0482,-21535,-1632,-5258,0.7469,0.1073,0.3933,1,0.011525,1,1
108861,0,F,Higher education,Married,House/apartment,107623.12,520817.49,7079.76,4.8393,0.0658,-11680,-1635,-1877,0.8186,0.6215,0.3813,3,0.001109,1,1
108862,0,M,Secondary,Married,With parents,30000.0,133357.85,2449.39,4.4453,0.0816,-18615,-555,-2673,0.2996,0.9978,0.6589,1,0.005321,0,1
108863,0,M,Higher education,Married,House/apartment,383433.21,797202.01,8796.07,2.0791,0.0229,-18250,-574,-290,0.1753,0.2906,0.6366,1,0.039917,1,0
108864,0,M,Secondary,Married,Municipal apartment,30000.0,47559.44,678.55,1.5853,0.0226,-14235,-4894,-5194,0.1727,0.8815,0.4664,3,0.073653,1,0
108865,0,F,Academic degree,Married,House/apartment,112362.7,59133.09,911.33,0.5263,0.0081,-13870,-76,-5988,0.2537,0.4651,0.3046,0,0.008043,1,0
108866,0,M,Academic degree,Married,House/apartment,167318.94,985248.17,17818.58,5.8884,0.1065,-14600,-1436,-1786,0.4191,0.6717,0.966,5,0.022521,1,1
108867,0,M,Secondary,Single,Municipal apartment,30000.0,73041.56,1488.79,2.4347,0.0496,-17520,-2140,-2636,0.4605,0.5385,0.6754,3,0.005356,1,1
108868,1,F,Secondary,Civil marriage,House/apartment,208090.0,804811.01,9101.52,3.8676,0.0437,-18980,-365,-2289,0.1011,0.5868,0.5234,1,0.029048,1,0
108869,1,M,Secondary,Married,House/apartment,142418.33,656824.32,12135.71,4.6119,0.0852,-24455,-1389,-3052,0.3947,0.5875,0.3794,1,0.081189,0,1
108870,0,F,Secondary,Married,House/apartment,167637.45,273641.63,4160.71,1.6323,0.0248,-22630,-4265,-1455,0.7891,0.5369,0.4641,2,0.046971,1,0
108871,0,F,Higher education,Married,House/apartment,30000.0,125125.35,2104.89,4.1708,0.0702,-17885,-3034,-2801,0.3547,0.6861,0.6006,1,0.001751,1,0
108872,0,F,Secondary,Married,With parents,47588.8,53701.17,797.19,1.1284,0.0168,-16425,-3883,-5930,0.5323,0.7681,0.8163,5,0.015969,1,0
108873,0,F,Secondary,Separated,House/apartment,54056.55,55800.33,1414.66,1.0323,0.0262,-13505,-982,-5006,0.7645,0.3749,0.1399,1,0.001881,1,1
108874,1,M,Secondary,Married,House/apartment,30000.0,64999.43,686.01,2.1666,0.0229,-18250,-1751,-1798,0.2316,0.0706,0.3532,2,0.010034,1,1
108875,0,F,Academic degree,Civil marriage,House/apartment,125210.26,283192.09,5497.87,2.2617,0.0439,-21170,-375,-553,0.5096,0.2234,0.3714,1,0.022447,1,1
108876,0,F,Higher education,Married,House/apartment,30000.0,44676.31,1034.16,1.4892,0.0345,-20075,-3644,-1464,0.1718,0.179,0.8924,1,0.012277,1,1
108877,0,M,Higher education,Married,House/apartment,44476.54,136579.8,5112.12,3.0708,0.1149,-16790,-301,-730,0.6969,0.4071,0.3294,3,0.043403,1,1
108878,0,F,Secondary,Married,House/apartment,214836.58,837092.13,9883.38,3.8964,0.046,-13140,-235,-277,0.6341,0.732,0.9396,4,0.01564,1,1
108879,1,M,Secondary,Single,Municipal apartment,40592.41,227154.44,3205.18,5.596,0.079,-16060,-3078,-287,0.2998,0.7885,0.082,1,0.003583,1,1
108880,0,M,Higher education,Civil marriage,Office apartment,32446.51,141510.24,3113.05,4.3613,0.0959,-18250,-809,-5476,0.5611,0.6119,0.0515,1,0.00134,1,0
108881,0,F,Secondary,Married,House/apartment,30000.0,101253.34,1992.77,3.3751,0.0664,-20440,-2435,-4932,0.3038,0.1616,0.8699,2,0.009057,1,1
108882,0,F,Incomplete higher,Single,House/apartment,143986.28,499145.84,8566.96,3.4666,0.0595,-16425,-6620,-2450,0.3574,0.9008,0.2394,2,0.023077,1,0
108883,0,F,Secondary,Civil marriage,House/apartment,90779.61,332203.28,6127.6,3.6594,0.0675,-19345,-764,-926,0.6622,0.78,0.0471,3,0.016985,1,0
108884,0,F,Higher education,Married,Rented apartment,37257.95,77618.12,1421.55,2.0833,0.0382,-19710,-5346,-5493,0.7065,0.7451,0.9242,2,0.008994,1,1
108885,0,F,Secondary,Married,House/apartment,34197.35,157222.04,2281.67,4.5975,0.0667,-14235,-552,-3737,0.2257,0.6188,0.6498,4,0.013896,1,1
108886,0,F,Higher education,Single,House/apartment,673984.02,2000000.0,23492.92,2.9674,0.0349,-13140,-2716,-3424,0.7213,0.2339,0.6956,1,0.002671,1,1
108887,0,M,Secondary,Separated,With parents,30000.0,95615.2,1868.9,3.1872,0.0623,-22265,-1479,-2543,0.279,0.7586,0.0836,4,0.01605,0,0
108888,0,F,Secondary,Married,Rented apartment,204184.53,342157.08,9254.55,1.6757,0.0453,-18250,-2714,-2013,0.3324,0.7894,0.0158,0,0.012139,1,1
